//************************************************
// Board: 5202
// File Format Version 3.3
// Janus Release 4.2.2
// Acquisition Mode: Spect_Timing
// Energy Histogram Channels: 8192
// ToA/ToT LSB: 0.5 ns
// Run start time: Thu Oct 16 07:59:15 2025 UTC
//************************************************
Brd  Ch       LG       HG  ToA_ns   ToT_ns         Tstamp_us        TrefTstamp_us        TrgID		NHits
  0  00      198     1570        -        -       189347.000           67		1
  0  00      139     1100        -        -       189799.992           68		1
  0  00      150     1090        -        -       190329.200           69		1
  0  00      158     1090        -        -       190856.888           70		1
  0  00      164     1083        -        -       192199.248           71		1
  0  00      644     5163        -        -       192355.624           72		1
  0  00      183     1284        -        -       193119.320           73		1
  0  00      426     3294        -        -       195830.032           74		1
  0  00      210     1521        -        -       198447.104           75		1
  0  00      152     1209        -        -       203528.976           76		1
  0  00      134     1059        -        -       207019.824           77		1
  0  00      148     1125        -        -       207118.688           78		1
  0  00      180     1353        -        -       207324.504           79		1
  0  00      289     2319        -        -       207545.784           80		1
  0  00      137     1069        -        -       207651.616           81		1
  0  00      161     1155        -        -       209137.192           82		1
  0  00      169     1293        -        -       210696.240           83		1
  0  00      246     1993        -        -       211069.344           84		1
  0  00      183     1228        -        -       211711.712           85		1
  0  00      133     1058        -        -       212394.480           86		1
  0  00      165     1176        -        -       214518.016           87		1
  0  00      349     2692        -        -       214585.872           88		1
  0  00      159     1094        -        -       214726.552           89		1
  0  00      217     1446        -        -       233854.896           90		1
  0  00      145     1098        -        -       234929.760           91		1
  0  00      597     5187        -        -       235110.960           92		1
  0  00      137     1153        -        -       235157.464           93		1
  0  00      397     3121        -        -       236672.960           94		1
  0  00      227     1740        -        -       241694.592           95		1
  0  00      146     1027        -        -       242299.664           96		1
  0  00      192     1323        -        -       245679.616           97		1
  0  00      154     1097        -        -       251008.752           99		1
  0  00      227     1662        -        -       251404.496          100		1
  0  00      147     1094        -        -       251897.576          101		1
  0  00      157     1088        -        -       257077.520          102		1
  0  00      271     1994        -        -       259033.288          103		1
  0  00      579     4693        -        -       259724.456          104		1
  0  00      153     1082        -        -       260521.712          105		1
  0  00      618     5001        -        -       266749.544          106		1
  0  00      383     3125        -        -       266839.760          107		1
  0  00      190     1305        -        -       268198.592          108		1
  0  00      154     1057        -        -       271194.384          109		1
  0  00      233     1525        -        -       274513.152          110		1
  0  00      213     1679        -        -       276564.512          111		1
  0  00      403     3123        -        -       278046.768          113		1
  0  00      158     1112        -        -       279521.608          114		1
  0  00      147     1062        -        -       280935.200          115		1
  0  00      353     2642        -        -       284003.320          116		1
  0  00      495     4079        -        -       284722.752          117		1
  0  00      344     2546        -        -       285401.536          118		1
  0  00      132     1080        -        -       288473.176          119		1
  0  00      311     2254        -        -       288920.680          120		1
  0  00      225     1788        -        -       297085.304          121		1
  0  00      215     1654        -        -       302636.424          122		1
  0  00      151     1181        -        -       303011.648          123		1
  0  00      184     1342        -        -       304912.920          124		1
  0  00      166     1237        -        -       305465.352          125		1
  0  00      277     2101        -        -       310222.456          126		1
  0  00      267     2072        -        -       314339.872          127		1
  0  00      172     1193        -        -       314811.280          128		1
  0  00      159     1099        -        -       314951.296          129		1
  0  00      233     1785        -        -       316504.440          130		1
  0  00      463     3633        -        -       322305.528          131		1
  0  00      163     1113        -        -       322650.968          132		1
  0  00      190     1387        -        -       324829.440          133		1
  0  00      211     1515        -        -       325358.952          134		1
  0  00      151     1104        -        -       326029.592          135		1
  0  00      368     2871        -        -       326846.088          136		1
  0  00      147     1098        -        -       327091.624          137		1
  0  00      216     1710        -        -       328708.104          138		1
  0  00      207     1559        -        -       329594.120          139		1
  0  00      232     1908        -        -       334544.376          140		1
  0  00      173     1295        -        -       334709.288          141		1
  0  00      245     1810        -        -       335227.128          142		1
  0  00      340     2572        -        -       335865.432          143		1
  0  00      149     1099        -        -       338503.120          144		1
  0  00      395     3009        -        -       339329.304          145		1
  0  00      692     5697        -        -       339499.000          146		1
  0  00      161     1125        -        -       340784.632          147		1
  0  00      175     1316        -        -       341872.440          148		1
  0  00      145     1094        -        -       342651.736          149		1
  0  00      146     1091        -        -       344867.080          150		1
  0  00      144     1069        -        -       354458.880          151		1
  0  00      473     3690        -        -       354594.088          152		1
  0  00      367     2710        -        -       356559.624          153		1
  0  00      217     1627        -        -       358127.664          154		1
  0  00      190     1314        -        -       358582.376          155		1
  0  00      605     4881        -        -       358984.592          156		1
  0  00      414     3163        -        -       363598.216          157		1
  0  00      215     1688        -        -       371294.616          158		1
  0  00      324     2465        -        -       375691.944          159		1
  0  00      255     2046        -        -       378503.552          160		1
  0  00      143     1227        -        -       383633.816          161		1
  0  00      460     3856        -        -       383810.128          162		1
  0  00      170     1312        -        -       384036.816          163		1
  0  00      404     3036        -        -       385109.272          164		1
  0  00      158     1104        -        -       386258.232          165		1
  0  00      312     2285        -        -       386998.904          166		1
  0  00      164     1092        -        -       387680.040          167		1
  0  00      241     1856        -        -       390127.816          168		1
  0  00      367     2610        -        -       395620.504          169		1
  0  00      165     1129        -        -       395736.448          170		1
  0  00      153     1080        -        -       396685.968          171		1
  0  00      557     4199        -        -       398169.688          172		1
  0  00      151     1047        -        -       398476.896          173		1
  0  00      143     1081        -        -       399591.984          174		1
  0  00      150     1112        -        -       405342.680          175		1
  0  00      239     1999        -        -       406836.640          176		1
  0  00      186     1244        -        -       407168.344          177		1
  0  00      159     1192        -        -       407319.024          178		1
  0  00      268     2088        -        -       409799.608          179		1
  0  00      291     2136        -        -       416225.944          180		1
  0  00      141     1102        -        -       416755.744          181		1
  0  00      173     1343        -        -       417539.152          182		1
  0  00      164     1145        -        -       421960.736          183		1
  0  00      152     1033        -        -       422791.552          184		1
  0  00      140     1103        -        -       423016.872          185		1
  0  00      137     1132        -        -       423586.976          186		1
  0  00      151     1133        -        -       429033.336          187		1
  0  00      290     2068        -        -       430927.680          188		1
  0  00      152     1126        -        -       434998.968          189		1
  0  00      222     1539        -        -       435865.480          190		1
  0  00      133     1048        -        -       437205.568          191		1
  0  00      150     1069        -        -       440901.152          192		1
  0  00      149     1067        -        -       441338.464          193		1
  0  00      389     3057        -        -       442473.656          194		1
  0  00      158     1054        -        -       444113.352          195		1
  0  00      167     1132        -        -       444574.472          196		1
  0  00      152     1089        -        -       444980.648          197		1
  0  00      186     1184        -        -       449488.544          198		1
  0  00      160     1082        -        -       452480.280          199		1
  0  00      200     1545        -        -       452985.560          200		1
  0  00      585     4700        -        -       455429.776          201		1
  0  00      150     1128        -        -       459088.768          202		1
  0  00      224     1595        -        -       463517.944          203		1
  0  00      446     3263        -        -       466179.680          204		1
  0  00      409     3046        -        -       468360.064          205		1
  0  00      148     1127        -        -       468922.504          206		1
  0  00      150     1139        -        -       469156.496          207		1
  0  00      161     1076        -        -       470959.488          208		1
  0  00      575     4632        -        -       473074.024          209		1
  0  00      139     1078        -        -       473191.248          210		1
  0  00      168     1187        -        -       474539.136          211		1
  0  00      194     1236        -        -       478245.384          212		1
  0  00      879     7011        -        -       479020.520          213		1
  0  00      329     2516        -        -       481592.752          214		1
  0  00      348     2695        -        -       481969.640          215		1
  0  00      220     1600        -        -       487142.408          216		1
  0  00      160     1112        -        -       489230.440          217		1
  0  00      147     1081        -        -       491783.984          218		1
  0  00      160     1129        -        -       492160.944          219		1
  0  00      204     1554        -        -       492797.240          220		1
  0  00      683     5540        -        -       499767.648          221		1
  0  00      150     1141        -        -       501244.176          222		1
  0  00      128     1089        -        -       501476.304          223		1
  0  00      157     1040        -        -       503489.592          224		1
  0  00      151     1117        -        -       505761.936          225		1
  0  00      162     1081        -        -       506964.208          226		1
  0  00      169     1130        -        -       508091.072          227		1
  0  00      164     1207        -        -       508279.960          228		1
  0  00      590     4570        -        -       510001.704          229		1
  0  00      330     2727        -        -       515736.688          230		1
  0  00      592     4884        -        -       518597.648          231		1
  0  00      148     1102        -        -       519767.664          232		1
  0  00      155     1055        -        -       522059.224          233		1
  0  00      155     1095        -        -       524650.832          234		1
  0  00      164     1260        -        -       525043.704          235		1
  0  00      583     4804        -        -       526765.728          236		1
  0  00     1128     8061        -        -       526858.576          237		1
  0  00      386     3115        -        -       527023.600          238		1
  0  00      159     1062        -        -       527419.648          239		1
  0  00      170     1094        -        -       529582.768          240		1
  0  00      424     3156        -        -       531214.408          241		1
  0  00      163     1095        -        -       532971.048          242		1
  0  00      152     1088        -        -       536291.800          243		1
  0  00      154     1129        -        -       536659.328          244		1
  0  00      232     1584        -        -       537508.208          245		1
  0  00      149     1137        -        -       541197.824          246		1
  0  00      221     1508        -        -       543025.440          247		1
  0  00      708     5731        -        -       543661.016          248		1
  0  00      148     1017        -        -       544029.616          249		1
  0  00      244     1830        -        -       544467.928          250		1
  0  00      854     6764        -        -       546049.336          251		1
  0  00      230     1515        -        -       547733.152          252		1
  0  00      555     4260        -        -       548298.696          253		1
  0  00      174     1083        -        -       550948.544          254		1
  0  00      302     2395        -        -       552901.584          255		1
  0  00      237     1855        -        -       554944.560          256		1
  0  00      489     3850        -        -       555354.368          257		1
  0  00      181     1054        -        -       556889.024          258		1
  0  00      316     2501        -        -       557428.808          259		1
  0  00      155     1083        -        -       561994.376          260		1
  0  00      217     1547        -        -       563316.136          261		1
  0  00      174     1291        -        -       563561.440          262		1
  0  00      158     1128        -        -       569316.472          263		1
  0  00      393     3127        -        -       570064.624          264		1
  0  00      168     1197        -        -       571082.904          265		1
  0  00      362     2895        -        -       573845.800          266		1
  0  00     1148     8061        -        -       578791.488          267		1
  0  00      174     1103        -        -       578954.920          268		1
  0  00      170     1197        -        -       581768.856          269		1
  0  00      402     3113        -        -       583293.032          270		1
  0  00      196     1340        -        -       586881.456          271		1
  0  00      457     3648        -        -       591665.144          272		1
  0  00      155     1089        -        -       595448.024          273		1
  0  00      213     1515        -        -       596878.344          274		1
  0  00      353     2606        -        -       603706.976          275		1
  0  00      134     1092        -        -       605196.816          276		1
  0  00      211     1605        -        -       606244.848          277		1
  0  00      335     2600        -        -       606348.840          278		1
  0  00      211     1557        -        -       608477.320          279		1
  0  00      224     1833        -        -       608928.392          280		1
  0  00      744     5945        -        -       609844.608          281		1
  0  00      428     3141        -        -       611217.424          282		1
  0  00      252     1800        -        -       611439.256          283		1
  0  00      154     1054        -        -       612186.368          284		1
  0  00      156     1103        -        -       614782.760          285		1
  0  00      168     1109        -        -       615136.888          286		1
  0  00      163     1108        -        -       616690.440          287		1
  0  00      159     1108        -        -       618704.888          288		1
  0  00      402     3123        -        -       623904.432          289		1
  0  00      209     1466        -        -       625365.616          290		1
  0  00      342     2588        -        -       627377.528          291		1
  0  00      153     1127        -        -       627809.984          292		1
  0  00      337     2611        -        -       628154.896          293		1
  0  00      259     1934        -        -       628447.280          294		1
  0  00      157     1098        -        -       629350.480          295		1
  0  00      157     1182        -        -       632426.368          296		1
  0  00      162     1109        -        -       632556.744          297		1
  0  00      153     1066        -        -       639596.312          298		1
  0  00      170     1383        -        -       642738.328          299		1
  0  00      227     1623        -        -       645143.736          300		1
  0  00      337     2611        -        -       645560.360          301		1
  0  00      179     1344        -        -       648521.360          302		1
  0  00      170     1067        -        -       648735.824          303		1
  0  00      320     2439        -        -       649731.712          304		1
  0  00      197     1616        -        -       650354.296          305		1
  0  00      171     1060        -        -       652941.928          306		1
  0  00      419     3259        -        -       654936.368          307		1
  0  00      175     1284        -        -       655795.264          309		1
  0  00      932     7546        -        -       659587.192          310		1
  0  00      154     1067        -        -       660671.296          311		1
  0  00      220     1593        -        -       661140.072          312		1
  0  00      156     1062        -        -       663038.408          313		1
  0  00      154     1088        -        -       663653.528          314		1
  0  00      151     1080        -        -       664788.352          315		1
  0  00      247     1750        -        -       666373.504          316		1
  0  00      146     1062        -        -       667092.712          317		1
  0  00      565     4415        -        -       668869.696          318		1
  0  00      132     1095        -        -       669513.096          319		1
  0  00      155     1120        -        -       670839.744          320		1
  0  00      163     1502        -        -       673607.600          321		1
  0  00      175     1226        -        -       673977.904          322		1
  0  00      188     1485        -        -       680452.208          323		1
  0  00      146     1033        -        -       681036.656          325		1
  0  00      135     1067        -        -       682131.584          326		1
  0  00      144     1102        -        -       683112.944          327		1
  0  00      129     1122        -        -       683309.648          328		1
  0  00      359     2730        -        -       685893.064          329		1
  0  00      225     1600        -        -       685909.344          330		1
  0  00      354     2757        -        -       690536.160          331		1
  0  00      284     2127        -        -       692251.328          332		1
  0  00      144     1096        -        -       693907.968          333		1
  0  00      212     1553        -        -       693960.752          334		1
  0  00      209     1564        -        -       694063.504          335		1
  0  00      137     1075        -        -       694905.424          336		1
  0  00      273     2075        -        -       698168.224          337		1
  0  00      214     1576        -        -       698403.112          338		1
  0  00      264     2027        -        -       699438.776          339		1
  0  00      214     1514        -        -       702339.560          340		1
  0  00      193     1243        -        -       704070.144          341		1
  0  00      172     1143        -        -       707351.240          342		1
  0  00      577     4536        -        -       713201.048          343		1
  0  00      389     3121        -        -       715268.768          344		1
  0  00      517     4120        -        -       718451.376          345		1
  0  00      221     1843        -        -       719022.056          346		1
  0  00      152     1069        -        -       721382.848          347		1
  0  00      159     1061        -        -       721727.328          348		1
  0  00      143     1088        -        -       729891.800          349		1
  0  00      470     3760        -        -       730606.896          350		1
  0  00      160     1127        -        -       733194.960          351		1
  0  00      166     1231        -        -       734800.816          352		1
  0  00      494     3700        -        -       736918.880          353		1
  0  00      175     1366        -        -       743285.896          354		1
  0  00      170     1358        -        -       744425.728          355		1
  0  00      329     2636        -        -       746178.464          356		1
  0  00      500     3926        -        -       749001.648          357		1
  0  00      213     1584        -        -       751072.184          358		1
  0  00      198     1579        -        -       751158.272          359		1
  0  00      149     1046        -        -       751788.648          360		1
  0  00      139     1116        -        -       752407.288          361		1
  0  00      153     1102        -        -       757367.504          362		1
  0  00      140     1087        -        -       757913.392          363		1
  0  00      167     1218        -        -       758282.560          364		1
  0  00      161     1072        -        -       761081.904          365		1
  0  00      184     1498        -        -       763075.152          366		1
  0  00      582     4658        -        -       764054.496          367		1
  0  00      219     1644        -        -       765095.736          368		1
  0  00      159     1110        -        -       765846.520          369		1
  0  00      476     3704        -        -       766445.464          370		1
  0  00      202     1525        -        -       766573.032          371		1
  0  00      140     1077        -        -       776720.544          372		1
  0  00      213     1590        -        -       778842.752          373		1
  0  00      146     1088        -        -       781678.256          374		1
  0  00      154     1041        -        -       781932.048          375		1
  0  00      328     2610        -        -       785414.024          376		1
  0  00      212     1544        -        -       785468.256          377		1
  0  00      278     2120        -        -       787823.920          378		1
  0  00      423     3464        -        -       788165.248          379		1
  0  00      195     1500        -        -       794191.944          380		1
  0  00      326     2331        -        -       796199.640          381		1
  0  00      144     1105        -        -       797608.792          382		1
  0  00      172     1112        -        -       799837.920          383		1
  0  00      217     1561        -        -       801200.320          384		1
  0  00      148     1050        -        -       802153.200          385		1
  0  00      591     4728        -        -       802571.320          386		1
  0  00      157     1094        -        -       804930.296          387		1
  0  00      149     1112        -        -       805916.056          388		1
  0  00      166     1117        -        -       806760.920          389		1
  0  00      155     1091        -        -       811671.056          390		1
  0  00      210     1567        -        -       814374.104          391		1
  0  00      587     4681        -        -       815286.200          392		1
  0  00      146     1132        -        -       816611.320          393		1
  0  00      233     1694        -        -       819242.368          394		1
  0  00      281     2193        -        -       819833.928          396		1
  0  00      150     1115        -        -       820208.144          397		1
  0  00      450     3628        -        -       821842.352          398		1
  0  00      143     1107        -        -       822157.560          399		1
  0  00      619     4735        -        -       823781.728          400		1
  0  00      162     1252        -        -       824434.600          401		1
  0  00      163     1104        -        -       827205.424          402		1
  0  00      604     4778        -        -       827948.336          403		1
  0  00      222     1876        -        -       828093.416          404		1
  0  00      288     2016        -        -       832330.984          406		1
  0  00      274     2088        -        -       834334.456          407		1
  0  00      154     1074        -        -       836072.096          408		1
  0  00      156     1209        -        -       836377.312          409		1
  0  00      821     6685        -        -       837596.440          410		1
  0  00      332     2352        -        -       840874.352          411		1
  0  00      148     1063        -        -       843430.760          412		1
  0  00      269     2084        -        -       845454.656          413		1
  0  00      162     1368        -        -       848816.576          414		1
  0  00      483     3665        -        -       850522.632          415		1
  0  00      156     1130        -        -       854760.256          416		1
  0  00      162     1093        -        -       854886.848          417		1
  0  00      146     1143        -        -       856873.120          418		1
  0  00      579     4657        -        -       858889.136          419		1
  0  00      151     1090        -        -       862870.456          420		1
  0  00      150     1152        -        -       862925.416          421		1
  0  00      167     1106        -        -       865418.632          422		1
  0  00      171     1370        -        -       866062.768          423		1
  0  00      140     1118        -        -       866438.312          424		1
  0  00      157     1051        -        -       867917.288          425		1
  0  00      210     1589        -        -       874663.072          426		1
  0  00      272     2109        -        -       881526.704          427		1
  0  00      141     1091        -        -       882543.664          428		1
  0  00      163     1123        -        -       884601.600          429		1
  0  00      205     1578        -        -       893220.616          430		1
  0  00      164     1237        -        -       901940.512          431		1
  0  00      163     1053        -        -       905194.728          432		1
  0  00      526     4111        -        -       909444.256          433		1
  0  00      303     2396        -        -       912305.752          434		1
  0  00      269     2057        -        -       916221.344          435		1
  0  00      358     2650        -        -       918044.032          436		1
  0  00      295     2135        -        -       919321.344          437		1
  0  00      161     1197        -        -       920044.800          439		1
  0  00      155     1067        -        -       927078.016          440		1
  0  00      155     1132        -        -       928777.824          441		1
  0  00      293     2096        -        -       931047.872          442		1
  0  00      186     1348        -        -       932283.512          443		1
  0  00      170     1227        -        -       932863.680          444		1
  0  00      182     1290        -        -       933675.096          445		1
  0  00      530     3989        -        -       933697.848          446		1
  0  00      355     2998        -        -       936032.760          447		1
  0  00      343     2585        -        -       939992.016          448		1
  0  00      146     1139        -        -       941345.352          449		1
  0  00      560     4148        -        -       941451.104          450		1
  0  00      160     1088        -        -       944252.192          451		1
  0  00      223     1575        -        -       945481.768          452		1
  0  00      216     1718        -        -       950089.264          453		1
  0  00      143     1096        -        -       950995.080          454		1
  0  00      211     1630        -        -       951731.472          455		1
  0  00      140     1100        -        -       957816.056          456		1
  0  00      347     2555        -        -       960166.408          457		1
  0  00      315     2507        -        -       962037.088          458		1
  0  00     1185     8061        -        -       962113.880          460		1
  0  00      190     1534        -        -       967803.000          461		1
  0  00      144     1107        -        -       967971.400          462		1
  0  00      348     2597        -        -       974646.352          463		1
  0  00      431     3420        -        -       975382.168          464		1
  0  00      172     1110        -        -       977310.472          465		1
  0  00      156     1095        -        -       980895.712          466		1
  0  00      158     1105        -        -       982363.824          467		1
  0  00      351     2755        -        -       982933.256          468		1
  0  00      153     1072        -        -       983403.808          469		1
  0  00      149     1087        -        -       988285.248          470		1
  0  00      277     2096        -        -       991120.160          471		1
  0  00      140     1105        -        -       995240.232          472		1
  0  00      221     1722        -        -       995683.016          473		1
  0  00      595     4838        -        -       996773.280          474		1
  0  00      138     1092        -        -       997002.528          475		1
  0  00      140     1065        -        -       997239.296          476		1
  0  00      209     1574        -        -      1000341.160          477		1
  0  00      166     1169        -        -      1001787.936          478		1
  0  00      483     3844        -        -      1004418.088          479		1
  0  00      242     1963        -        -      1004866.040          480		1
  0  00      484     3684        -        -      1006030.280          481		1
  0  00      144     1078        -        -      1009043.040          482		1
  0  00      400     3069        -        -      1020017.584          483		1
  0  00      535     4168        -        -      1024471.264          484		1
  0  00      140     1087        -        -      1025810.448          485		1
  0  00      215     1561        -        -      1029295.392          486		1
  0  00      167     1247        -        -      1031612.408          487		1
  0  00      331     2667        -        -      1034036.952          488		1
  0  00      331     2656        -        -      1036772.992          489		1
  0  00      186     1276        -        -      1041751.536          490		1
  0  00      156     1056        -        -      1042311.808          491		1
  0  00      151     1077        -        -      1044176.000          492		1
  0  00      340     2773        -        -      1045714.256          493		1
  0  00      306     2270        -        -      1050324.528          494		1
  0  00      196     1388        -        -      1053826.008          495		1
  0  00      165     1095        -        -      1053842.032          496		1
  0  00      159     1062        -        -      1055853.640          497		1
  0  00      454     3541        -        -      1056370.600          498		1
  0  00      179     1341        -        -      1056421.384          499		1
  0  00      159     1141        -        -      1057405.224          500		1
  0  00      160     1163        -        -      1060067.952          501		1
  0  00      160     1021        -        -      1063441.456          502		1
  0  00      140     1063        -        -      1063634.624          503		1
  0  00      462     3659        -        -      1068667.080          504		1
  0  00      219     1799        -        -      1070774.896          505		1
  0  00      166     1120        -        -      1070814.976          506		1
  0  00      163     1094        -        -      1073874.616          507		1
  0  00      206     1551        -        -      1074067.360          508		1
  0  00      144     1076        -        -      1079772.360          509		1
  0  00      146     1088        -        -      1084926.240          510		1
  0  00      162     1058        -        -      1089014.712          511		1
  0  00      143     1104        -        -      1089080.000          512		1
  0  00      310     2618        -        -      1089188.864          513		1
  0  00      165     1124        -        -      1090872.056          514		1
  0  00      207     1583        -        -      1096650.896          515		1
  0  00      183     1172        -        -      1098130.704          516		1
  0  00      161     1101        -        -      1100725.016          517		1
  0  00      152     1060        -        -      1102116.464          518		1
  0  00      147     1116        -        -      1108136.576          519		1
  0  00      408     3074        -        -      1112568.408          520		1
  0  00      150     1159        -        -      1112789.648          521		1
  0  00      203     1594        -        -      1117080.544          522		1
  0  00      160     1138        -        -      1118334.032          523		1
  0  00      157     1051        -        -      1122753.600          524		1
  0  00      218     1562        -        -      1125937.280          525		1
  0  00      156     1151        -        -      1128863.200          526		1
  0  00      151     1057        -        -      1132666.728          527		1
  0  00      203     1590        -        -      1133455.968          528		1
  0  00      169     1157        -        -      1134549.480          529		1
  0  00      147     1104        -        -      1135426.032          530		1
  0  00      152     1115        -        -      1135803.200          531		1
  0  00      137     1109        -        -      1143914.016          532		1
  0  00      144     1093        -        -      1145424.608          533		1
  0  00      138     1098        -        -      1148655.584          534		1
  0  00      150     1119        -        -      1150353.728          535		1
  0  00      303     2139        -        -      1151551.512          536		1
  0  00      286     2117        -        -      1153484.776          537		1
  0  00      272     2098        -        -      1153988.408          538		1
  0  00      144     1103        -        -      1155929.504          539		1
  0  00      557     4462        -        -      1155955.912          540		1
  0  00      147     1115        -        -      1156296.920          541		1
  0  00      421     3328        -        -      1159026.680          542		1
  0  00      156     1111        -        -      1161406.840          543		1
  0  00      148     1092        -        -      1162710.496          544		1
  0  00      150     1101        -        -      1166242.400          545		1
  0  00      161     1248        -        -      1166434.600          546		1
  0  00      161     1071        -        -      1169778.552          547		1
  0  00      215     1653        -        -      1173122.240          548		1
  0  00      223     1821        -        -      1173738.128          549		1
  0  00      282     2108        -        -      1175827.096          550		1
  0  00      204     1510        -        -      1176551.624          551		1
  0  00      156     1110        -        -      1182083.744          552		1
  0  00      409     3330        -        -      1184218.424          553		1
  0  00      426     3243        -        -      1187169.384          554		1
  0  00      280     2086        -        -      1189902.744          555		1
  0  00      180     1103        -        -      1190238.080          556		1
  0  00      154     1194        -        -      1192439.232          557		1
  0  00      158     1095        -        -      1192872.928          558		1
  0  00      169     1336        -        -      1193105.200          559		1
  0  00      207     1458        -        -      1195829.080          560		1
  0  00      491     3935        -        -      1198753.376          561		1
  0  00      215     1635        -        -      1198995.768          562		1
  0  00      150     1074        -        -      1208284.176          563		1
  0  00      147     1078        -        -      1208455.408          564		1
  0  00      314     2357        -        -      1209221.072          565		1
  0  00      146     1077        -        -      1212633.016          566		1
  0  00      208     1625        -        -      1214362.744          567		1
  0  00      163     1074        -        -      1215568.576          568		1
  0  00      219     1603        -        -      1222360.928          569		1
  0  00      166     1103        -        -      1224388.112          570		1
  0  00      535     4087        -        -      1224510.368          571		1
  0  00      188     1470        -        -      1226066.712          572		1
  0  00      159     1136        -        -      1227787.064          573		1
  0  00      199     1553        -        -      1228666.568          574		1
  0  00      148     1061        -        -      1231382.816          575		1
  0  00      204     1547        -        -      1233415.480          576		1
  0  00      165     1111        -        -      1238696.400          577		1
  0  00      158     1067        -        -      1239867.792          578		1
  0  00      155     1109        -        -      1242973.392          579		1
  0  00      272     2103        -        -      1245257.912          580		1
  0  00      151     1126        -        -      1246019.824          581		1
  0  00      279     2043        -        -      1248434.520          582		1
  0  00      141     1098        -        -      1248611.000          583		1
  0  00      148     1271        -        -      1248912.568          584		1
  0  00      215     1594        -        -      1251127.784          585		1
  0  00      136     1021        -        -      1252251.072          586		1
  0  00      219     1583        -        -      1253725.512          587		1
  0  00      150     1095        -        -      1255251.648          588		1
  0  00      491     3733        -        -      1257640.440          589		1
  0  00      152     1125        -        -      1261744.888          590		1
  0  00      137     1074        -        -      1267682.488          591		1
