//************************************************
// Board: 5202
// File Format Version 3.3
// Janus Release 4.2.2
// Acquisition Mode: Spect_Timing
// Energy Histogram Channels: 8192
// ToA/ToT LSB: 0.5 ns
// Run start time: Thu Oct 16 07:58:31 2025 UTC
//************************************************
Brd  Ch       LG       HG  ToA_ns   ToT_ns         Tstamp_us        TrefTstamp_us        TrgID		NHits
  0  00      131      883    749.0     10.0         1967.288          100		1
  0  00      102      546        -        -         1981.376          103		1
  0  00      114      455        -        -         1997.384          104		1
  0  00      102      690        -        -         2009.168          105		1
  0  00       99      535        -        -         2025.096          106		1
  0  00       95      506        -        -         2036.400          107		1
  0  00       89      522        -        -         2104.704          108		1
  0  00       99      534        -        -         2132.008          109		1
  0  00       89      513        -        -         2143.192          111		1
  0  00       78      560        -        -         2157.504          114		1
  0  00      137      957        -        -         2249.152          115		1
  0  00       83      583        -        -         2266.056          116		1
  0  00      140     1039        -        -         2283.104          118		1
  0  00       81      502        -        -         2337.824          119		1
  0  00      129      977        -        -         2352.456          120		1
  0  00       77      538        -        -         2377.792          121		1
  0  00       89      755        -        -         2408.776          124		1
  0  00      125      769        -        -         2447.760          126		1
  0  00       78      532        -        -         2459.648          127		1
  0  00       85      488        -        -         2510.248          128		1
  0  00       99      537        -        -         2536.648          129		1
  0  00       80      455    907.5     26.0         2558.968          131		1
  0  00       98      515        -        -         2581.464          133		1
  0  00       85      520        -        -         2592.504          136		1
  0  00       81      537        -        -         2620.480          138		1
  0  00       74      554        -        -         2645.720          140		1
  0  00       85      516        -        -         2689.624          141		1
  0  00       96      515        -        -         2711.872          145		1
  0  00       82      540        -        -         2746.912          146		1
  0  00       76      483   1161.5     21.5         2765.792          147		1
  0  00       98      513        -        -         2787.000          149		1
  0  00       77      502        -        -         2823.320          150		1
  0  00      103      545        -        -         2840.104          151		1
  0  00       93      536        -        -         2939.624          155		1
  0  00       95      534        -        -         2985.192          157		1
  0  00      109      601        -        -         3012.232          159		1
  0  00      148     1010        -        -         3023.520          160		1
  0  00       94      520        -        -         3043.944          161		1
  0  00       95      707        -        -         3082.744          162		1
  0  00      102      508        -        -         3093.304          163		1
  0  00       88      503        -        -         3105.448          165		1
  0  00       93      823    544.5     18.0         3116.944          166		1
  0  00       86      547        -        -         3172.536          168		1
  0  00      197     1346        -        -         3193.792          170		1
  0  00      131      967        -        -         3210.616          171		1
  0  00       98      466        -        -         3237.688          173		1
  0  00       79      580        -        -         3265.104          175		1
  0  00       76      460        -        -         3303.296          177		1
  0  00       76      517        -        -         3328.704          179		1
  0  00       93      458        -        -         3361.320          180		1
  0  00       64      496        -        -         3382.832          182		1
  0  00       75      501        -        -         3403.184          184		1
  0  00       82      512        -        -         3430.176          186		1
  0  00       96      574        -        -         3441.216          187		1
  0  00      105      527        -        -         3465.752          188		1
  0  00      103      515        -        -         3480.304          190		1
  0  00       98      512        -        -         3496.640          191		1
  0  00       97      486        -        -         3517.056          192		1
  0  00       87      536        -        -         3543.704          193		1
  0  00      106      554        -        -         3555.104          196		1
  0  00       77      515        -        -         3576.672          197		1
  0  00       95      551        -        -         3591.264          199		1
  0  00      105      521        -        -         3642.616          201		1
  0  00       91      518        -        -         3663.424          203		1
  0  00       97      496        -        -         3675.720          204		1
  0  00       95      497        -        -         3688.392          205		1
  0  00      107      457        -        -         3702.088          207		1
  0  00       91      686   1123.5     14.5         3734.368          209		1
  0  00       81      458        -        -         3782.168          214		1
  0  00       95      470        -        -         3837.304          216		1
  0  00       76      471        -        -         3867.592          217		1
  0  00      103      717    542.5      7.0         3892.664          219		1
  0  00       86      523        -        -         3905.056          222		1
  0  00      108      495        -        -         3916.640          224		1
  0  00       78      534        -        -         3946.968          225		1
  0  00       97      488        -        -         3986.584          227		1
  0  00       91      526        -        -         4029.976          228		1
  0  00       88      500        -        -         4050.248          229		1
  0  00       97      508        -        -         4062.016          230		1
  0  00       87      503        -        -         4193.504          231		1
  0  00      107      537        -        -         4303.568          232		1
  0  00       82      479        -        -         4317.504          233		1
  0  00       81      529        -        -         4336.744          234		1
  0  00       68      505        -        -         4395.136          235		1
  0  00      100      498        -        -         4459.280          236		1
  0  00       82      510        -        -         4521.616          237		1
  0  00       67      458        -        -         4532.008          238		1
  0  00       88      484        -        -         4575.872          239		1
  0  00       89      566        -        -         4603.576          241		1
  0  00       90      482        -        -         4620.704          245		1
  0  00       87      519        -        -         4650.720          246		1
  0  00       96      530        -        -         4762.280          247		1
  0  00       92      556        -        -         4782.032          248		1
  0  00       90      482        -        -         4796.696          250		1
  0  00       86      471        -        -         4830.024          251		1
  0  00       83      524        -        -         4863.744          252		1
  0  00       81      556        -        -         4889.872          253		1
  0  00      103      585        -        -         4939.944          255		1
  0  00       85      544        -        -         4966.672          257		1
  0  00       85      560   1916.5     25.0         4990.232          258		1
  0  00       89      533        -        -         5045.904          260		1
  0  00       94      512        -        -         5059.784          261		1
  0  00       97      529        -        -         5094.552          262		1
  0  00       72      459        -        -         5114.872          263		1
  0  00       67      451        -        -         5147.208          265		1
  0  00       92      502        -        -         5217.240          266		1
  0  00       90      547        -        -         5232.808          267		1
  0  00       79      544        -        -         5258.880          269		1
  0  00       76      526        -        -         5275.136          270		1
  0  00       89      561        -        -         5285.896          273		1
  0  00       95      523        -        -         5298.696          274		1
  0  00       93      524        -        -         5317.608          275		1
  0  00      103      513        -        -         5337.040          276		1
  0  00      103      542        -        -         5359.832          278		1
  0  00       79      500        -        -         5387.448          279		1
  0  00       84      481        -        -         5431.432          280		1
  0  00       93      491    675.5     11.0         5444.128          281		1
  0  00      116      682        -        -         5457.328          283		1
  0  00       85      550        -        -         5499.296          286		1
  0  00       82      505        -        -         5561.352          287		1
  0  00       70      520        -        -         5593.944          288		1
  0  00      108      454        -        -         5604.824          289		1
  0  00       74      512        -        -         5621.088          290		1
  0  00       72      453        -        -         5633.192          291		1
  0  00       88      481        -        -         5659.192          293		1
  0  00      111      650        -        -         5675.592          294		1
  0  00       86      529   1807.0     25.0         5697.584          295		1
  0  00      105      574        -        -         5779.696          298		1
  0  00       89      521   1709.0     17.5         5792.896          299		1
  0  00       96      488        -        -         5826.504          301		1
  0  00       71      505        -        -         5839.608          302		1
  0  00       94      477        -        -         5859.824          303		1
  0  00       89      512        -        -         5875.832          304		1
  0  00       83      491        -        -         5898.456          305		1
  0  00       82      504        -        -         5939.688          307		1
  0  00       92      546        -        -         5962.848          308		1
  0  00      102      533        -        -         5974.560          310		1
  0  00      108      734        -        -         5992.432          312		1
  0  00       90      516   1314.5     23.0         6009.408          314		1
  0  00       81      502        -        -         6031.448          316		1
  0  00       87      459        -        -         6065.824          317		1
  0  00       79      519        -        -         6098.656          318		1
  0  00       83      512        -        -         6150.280          320		1
  0  00       73      539        -        -         6166.984          321		1
  0  00      104      703    543.0      9.0         6180.368          323		1
  0  00       95      484        -        -         6222.344          325		1
  0  00       93      522        -        -         6281.744          326		1
  0  00       83      496        -        -         6309.968          329		1
  0  00       92      520        -        -         6337.600          330		1
  0  00       78      477        -        -         6376.008          331		1
  0  00       84      562        -        -         6414.520          332		1
  0  00       87      555        -        -         6429.392          335		1
  0  00      142      971   1690.0     26.0         6484.736          337		1
  0  00      104      613        -        -         6508.048          340		1
  0  00       93      480        -        -         6584.552          342		1
  0  00       75      471        -        -         6604.152          343		1
  0  00       63      528        -        -         6618.968          347		1
  0  00       98      534        -        -         6653.424          349		1
  0  00       92      498        -        -         6674.560          350		1
  0  00       90      537        -        -         6692.664          352		1
  0  00      100      516        -        -         6760.928          354		1
  0  00       83      562    622.5     13.5         6775.088          355		1
  0  00       76      511        -        -         6788.784          357		1
  0  00      108      734        -        -         6820.528          359		1
  0  00       86      438        -        -         6880.968          360		1
  0  00       81      493    781.0     39.5         6899.736          362		1
  0  00       88      437        -        -         6934.816          364		1
  0  00      106      503        -        -         6949.096          365		1
  0  00       84      460        -        -         6965.816          366		1
  0  00       82      491        -        -         6987.936          367		1
  0  00       98      559        -        -         7005.736          368		1
  0  00       87      534        -        -         7051.896          369		1
  0  00       77      526        -        -         7094.792          370		1
  0  00      101      478        -        -         7166.312          372		1
  0  00       83      545        -        -         7188.760          374		1
  0  00       91      517        -        -         7205.152          375		1
  0  00       83      486        -        -         7223.840          376		1
  0  00       77      512        -        -         7266.536          377		1
  0  00       84      485        -        -         7291.608          379		1
  0  00       67      475        -        -         7312.488          381		1
  0  00       84      526        -        -         7343.952          382		1
  0  00       82      485        -        -         7366.016          383		1
  0  00       76      494        -        -         7398.416          385		1
  0  00      130      964        -        -         7412.080          387		1
  0  00       70      511        -        -         7449.920          388		1
  0  00       96      551        -        -         7462.304          390		1
  0  00      105      475        -        -         7524.144          391		1
  0  00      109      871        -        -         7581.784          393		1
  0  00       85      478        -        -         7657.680          396		1
  0  00       90      496        -        -         7687.144          397		1
  0  00       90      469        -        -         7748.856          399		1
  0  00       92      537        -        -         7765.376          400		1
  0  00       99      481        -        -         7793.880          401		1
  0  00       76      494        -        -         7808.240          402		1
  0  00      364     2835        -        -         7829.208          403		1
  0  00      152      953        -        -         7873.848          404		1
  0  00       74      496        -        -         7900.728          405		1
  0  00       81      536        -        -         7929.744          406		1
  0  00       80      553        -        -         7947.032          408		1
  0  00       74      498        -        -         7961.440          409		1
  0  00       81      487        -        -         7978.328          410		1
  0  00       75      471        -        -         7991.880          413		1
  0  00       87      445    867.5     16.5         8024.824          415		1
  0  00      107      519   1149.5     12.0         8069.592          418		1
  0  00       89      488        -        -         8080.120          420		1
  0  00       89      494        -        -         8102.632          421		1
  0  00      107      778        -        -         8146.368          423		1
  0  00       92      517        -        -         8186.832          424		1
  0  00       74      520        -        -         8213.200          425		1
  0  00       76      473        -        -         8239.144          427		1
  0  00       79      473        -        -         8258.256          428		1
  0  00       93      515        -        -         8314.416          429		1
  0  00       81      483        -        -         8327.568          430		1
  0  00       81      461   1037.5     27.0         8361.512          431		1
  0  00       75      488        -        -         8391.928          433		1
  0  00      134      963        -        -         8428.960          434		1
  0  00       80      505        -        -         8454.280          435		1
  0  00       91      529        -        -         8470.920          438		1
  0  00       88      517        -        -         8486.024          439		1
  0  00      137     1025   1121.0     17.5         8503.000          440		1
  0  00      101      495        -        -         8543.320          443		1
  0  00       86      500        -        -         8589.016          444		1
  0  00       82      514        -        -         8606.568          445		1
  0  00       95      472        -        -         8619.088          447		1
  0  00      101      476   1791.0     15.5         8686.456          448		1
  0  00       95      492        -        -         8699.976          450		1
  0  00       83      603        -        -         8714.776          452		1
  0  00       95      493        -        -         8740.432          453		1
  0  00       92      514        -        -         8759.408          455		1
  0  00      107      531        -        -         8770.744          456		1
  0  00      111      767   1302.0     22.5         8801.808          458		1
  0  00       91      499        -        -         8813.248          463		1
  0  00       82      539        -        -         8827.856          465		1
  0  00      105      551   1374.0     26.0         8862.216          466		1
  0  00       96      537        -        -         8888.832          468		1
  0  00      101      481        -        -         8914.936          469		1
  0  00      107      490        -        -         8928.440          470		1
  0  00       90      538        -        -         8958.120          471		1
  0  00       86      558        -        -         8975.128          473		1
  0  00       84      471        -        -         8994.336          474		1
  0  00       93      506        -        -         9019.312          475		1
  0  00       81      530        -        -         9052.432          477		1
  0  00      114      754        -        -         9090.688          479		1
  0  00       92      478        -        -         9116.280          480		1
  0  00      147      931        -        -         9132.064          481		1
  0  00       92      480        -        -         9155.288          482		1
  0  00       98      545        -        -         9200.024          485		1
  0  00       98      531        -        -         9227.552          486		1
  0  00       74      467        -        -         9245.024          487		1
  0  00      104      555        -        -         9256.160          489		1
  0  00      102      533        -        -         9272.072          491		1
  0  00       78      537        -        -         9283.512          493		1
  0  00       78      516        -        -         9300.664          494		1
  0  00      617     4773        -        -         9317.768          497		1
  0  00       77      502        -        -         9373.160          498		1
  0  00       93      450        -        -         9388.576          500		1
  0  00       84      537    948.0     39.0         9504.560          502		1
  0  00       91      516        -        -         9530.440          505		1
  0  00       87      453    975.5     12.0         9543.800          507		1
  0  00      111      486        -        -         9566.512          509		1
  0  00       75      488        -        -         9591.416          510		1
  0  00      106      552        -        -         9621.632          511		1
  0  00       99      537        -        -         9639.064          512		1
  0  00       91      468        -        -         9672.576          513		1
  0  00      100      501        -        -         9694.192          515		1
  0  00       83      448        -        -         9708.144          516		1
  0  00       91      517        -        -         9782.832          517		1
  0  00       89      495        -        -         9800.008          519		1
  0  00       82      524        -        -         9816.816          520		1
  0  00       92      538        -        -         9831.448          521		1
  0  00       90      525        -        -         9855.152          523		1
  0  00       99      528        -        -         9923.144          525		1
  0  00       91      490        -        -         9942.472          527		1
  0  00       94      486        -        -         9952.984          528		1
  0  00       89      498        -        -        10032.760          529		1
  0  00       96      514        -        -        10059.720          531		1
  0  00       88      536        -        -        10124.904          532		1
  0  00       93      532        -        -        10139.928          534		1
  0  00      137     1011        -        -        10176.912          536		1
  0  00       95      553        -        -        10201.608          538		1
  0  00       74      523        -        -        10214.696          543		1
  0  00       94      488        -        -        10290.168          544		1
  0  00       92      543        -        -        10303.272          547		1
  0  00       84      565        -        -        10325.976          549		1
  0  00       86      472        -        -        10395.496          550		1
  0  00       98      488        -        -        10406.792          552		1
  0  00       85      508        -        -        10433.152          553		1
  0  00       85      534        -        -        10479.728          554		1
  0  00       72      508   1314.0     16.0        10544.416          556		1
  0  00       90      544        -        -        10557.520          558		1
  0  00      144      968        -        -        10604.792          560		1
  0  00       84      518        -        -        10632.200          561		1
  0  00       80      496        -        -        10649.304          563		1
  0  00      135     1027        -        -        10683.656          564		1
  0  00       83      534        -        -        10696.736          565		1
  0  00       81      478        -        -        10724.064          568		1
  0  00      131      908        -        -        10740.936          572		1
  0  00       93      486        -        -        10815.976          575		1
  0  00       92      490        -        -        10846.480          577		1
  0  00       97      496        -        -        10888.800          579		1
  0  00       73      476        -        -        10918.032          581		1
  0  00       91      497        -        -        10929.304          582		1
  0  00       81      510        -        -        10960.536          583		1
  0  00      105      554        -        -        10988.080          584		1
  0  00       82      517        -        -        11009.952          585		1
  0  00       83      501        -        -        11086.296          586		1
  0  00       83      551        -        -        11104.128          587		1
  0  00       90      494        -        -        11117.032          592		1
  0  00      114      740        -        -        11148.536          594		1
  0  00       81      500   1834.0     13.5        11239.400          595		1
  0  00       80      468        -        -        11272.760          597		1
  0  00       85      502        -        -        11295.128          598		1
  0  00       97      741        -        -        11339.848          599		1
  0  00       76      481        -        -        11353.272          600		1
  0  00       94      507        -        -        11388.088          601		1
  0  00       91      509    846.0     11.0        11463.096          602		1
  0  00      156     1043        -        -        11477.728          604		1
  0  00       68      496        -        -        11524.720          605		1
  0  00       77      515        -        -        11540.328          607		1
  0  00       90      503        -        -        11576.568          611		1
  0  00      123      518        -        -        11603.520          613		1
  0  00       88      507        -        -        11663.528          614		1
  0  00      107      819        -        -        11688.448          616		1
  0  00       94      507        -        -        11706.832          618		1
  0  00       75      465        -        -        11732.936          620		1
  0  00       93      515        -        -        11758.784          621		1
  0  00       88      528        -        -        11774.376          622		1
  0  00       83      528   1016.5     20.5        11799.344          623		1
  0  00       92      510        -        -        11809.992          625		1
  0  00       76      472        -        -        11827.224          627		1
  0  00       78      506        -        -        11851.288          631		1
  0  00       87      535    732.0     14.5        11862.040          633		1
  0  00      104      504        -        -        11882.960          635		1
  0  00       92      573        -        -        11906.056          637		1
  0  00       71      537        -        -        11917.920          639		1
  0  00       76      449        -        -        11943.864          640		1
  0  00       99      544        -        -        11955.168          641		1
  0  00       93      529        -        -        11971.928          642		1
  0  00      139      986        -        -        11987.632          643		1
  0  00       70      553        -        -        12021.688          644		1
  0  00       94      462        -        -        12057.112          645		1
  0  00       89      472        -        -        12086.048          647		1
  0  00       77      539        -        -        12104.328          649		1
  0  00      100      461        -        -        12158.120          650		1
  0  00       93      498        -        -        12190.400          651		1
  0  00       86      483        -        -        12202.472          655		1
  0  00       76      540        -        -        12279.880          659		1
  0  00       91      476        -        -        12301.512          661		1
  0  00       88      447        -        -        12327.096          662		1
  0  00       89      528        -        -        12359.616          663		1
  0  00       78      489        -        -        12375.928          664		1
  0  00       93      518        -        -        12390.024          665		1
  0  00       86      538        -        -        12403.984          666		1
  0  00       83      542        -        -        12451.624          668		1
  0  00       86      595        -        -        12497.296          669		1
  0  00      131     1001        -        -        12510.072          670		1
  0  00       87      541        -        -        12542.744          672		1
  0  00       86      525        -        -        12564.992          675		1
  0  00       82      531        -        -        12576.592          677		1
  0  00       96      549        -        -        12593.064          679		1
  0  00       93      495        -        -        12608.184          681		1
  0  00       85      461   2000.0     23.5        12672.312          682		1
  0  00      109      483    923.0     24.5        12689.176          685		1
  0  00       83      523        -        -        12717.776          687		1
  0  00       90      499        -        -        12734.240          688		1
  0  00       86      530   1587.5     34.0        12751.240          692		1
  0  00       96      496        -        -        12776.880          695		1
  0  00       99      499        -        -        12854.040          698		1
  0  00       86      500        -        -        12903.424          700		1
  0  00       95      498        -        -        12935.992          702		1
  0  00       95      490        -        -        12949.344          703		1
  0  00       96      586        -        -        12963.496          704		1
  0  00       84      580        -        -        12981.480          705		1
  0  00      107      477   1704.0     17.0        12992.200          707		1
  0  00       93      506        -        -        13047.488          709		1
  0  00       95      497        -        -        13076.688          711		1
  0  00       99      477        -        -        13097.960          712		1
  0  00      103      509        -        -        13124.488          714		1
  0  00       95      526        -        -        13136.032          716		1
  0  00       65      540        -        -        13173.248          718		1
  0  00      104      511        -        -        13192.536          719		1
  0  00       81      501        -        -        13228.720          720		1
  0  00       79      482        -        -        13244.488          721		1
  0  00       91      474        -        -        13256.328          722		1
  0  00       82      490        -        -        13277.656          723		1
  0  00       95      477        -        -        13293.928          725		1
  0  00       93      592        -        -        13317.984          728		1
  0  00       73      522        -        -        13334.112          730		1
  0  00       88      522        -        -        13350.896          731		1
  0  00      100      471        -        -        13373.264          732		1
  0  00       91      803   1482.0     22.5        13387.976          733		1
  0  00       91      508        -        -        13443.368          737		1
  0  00       96      498        -        -        13468.040          738		1
  0  00       89      471        -        -        13498.448          739		1
  0  00       94      534        -        -        13578.376          740		1
  0  00       60      508        -        -        13605.152          742		1
  0  00       78      480        -        -        13630.480          743		1
  0  00       86      542        -        -        13659.056          744		1
  0  00       88      539        -        -        13700.056          745		1
  0  00       88      554        -        -        13717.160          747		1
  0  00       88      482        -        -        13729.744          749		1
  0  00      102      554        -        -        13752.328          751		1
  0  00       98      482        -        -        13803.864          752		1
  0  00       90      475        -        -        13822.552          753		1
  0  00       76      501        -        -        13875.584          754		1
  0  00       89      508        -        -        13894.912          755		1
  0  00       68      495        -        -        13934.216          756		1
  0  00       91      455        -        -        13950.304          758		1
  0  00       95      475        -        -        13978.440          759		1
  0  00       94      506        -        -        14008.104          760		1
  0  00       96      459        -        -        14043.400          765		1
  0  00       80      544        -        -        14070.608          767		1
  0  00      141     1025        -        -        14086.720          768		1
  0  00       89      522        -        -        14119.320          770		1
  0  00       83      558   1323.0     23.0        14138.416          771		1
  0  00      106      501        -        -        14164.152          773		1
  0  00       62      543   1357.0     17.5        14174.912          774		1
  0  00       77      526        -        -        14229.784          777		1
  0  00       90      490        -        -        14272.264          780		1
  0  00      103      645        -        -        14303.512          781		1
  0  00       78      509        -        -        14331.704          782		1
  0  00       97      516        -        -        14346.976          784		1
  0  00       91      574        -        -        14374.424          787		1
  0  00       87      487        -        -        14395.368          788		1
  0  00       81      470        -        -        14442.800          789		1
  0  00       98      489        -        -        14453.200          790		1
  0  00       86      526        -        -        14472.376          791		1
  0  00       78      501        -        -        14517.416          793		1
  0  00       90      495        -        -        14532.232          794		1
  0  00       79      528        -        -        14560.088          795		1
  0  00       75      514        -        -        14584.688          796		1
  0  00       92      472    976.0     15.5        14704.168          798		1
  0  00       98      493        -        -        14723.320          800		1
  0  00       83      557        -        -        14802.856          801		1
  0  00       81      567        -        -        14818.816          803		1
  0  00       90      539        -        -        14830.856          806		1
  0  00       84      517        -        -        14841.656          807		1
  0  00       80      439    700.5     44.5        14896.168          808		1
  0  00       83      505        -        -        14912.184          810		1
  0  00       91      488        -        -        14924.976          811		1
  0  00      148      965        -        -        14941.432          812		1
  0  00       77      504        -        -        14966.296          813		1
  0  00       87      466        -        -        14979.040          815		1
  0  00       77      503        -        -        15014.536          816		1
  0  00       90      538        -        -        15036.248          818		1
  0  00       78      512        -        -        15092.160          820		1
  0  00       85      556        -        -        15103.256          823		1
  0  00       88      513        -        -        15139.672          824		1
  0  00       75      445    698.0     18.5        15151.664          825		1
  0  00       97      678        -        -        15169.656          827		1
  0  00       93      513        -        -        15188.432          828		1
  0  00       78      555   1197.0     25.0        15223.296          830		1
  0  00       77      469        -        -        15272.480          832		1
  0  00       89      529        -        -        15292.112          833		1
  0  00       93      477        -        -        15326.456          834		1
  0  00       93      513        -        -        15366.008          835		1
  0  00       83      486        -        -        15390.288          836		1
  0  00       80      532        -        -        15429.840          837		1
  0  00       88      484        -        -        15459.880          840		1
  0  00       92      512        -        -        15472.680          841		1
  0  00       83      513        -        -        15494.328          844		1
  0  00       93      525        -        -        15510.680          845		1
  0  00       69      492        -        -        15537.472          846		1
  0  00       74      477        -        -        15564.808          848		1
  0  00       89      513        -        -        15649.480          849		1
  0  00      104      532        -        -        15678.936          850		1
  0  00       95      485        -        -        15742.960          853		1
  0  00      144     1089        -        -        15763.392          854		1
  0  00       89      532        -        -        15814.752          856		1
  0  00       97      476    796.0     24.0        15832.072          857		1
  0  00       75      550        -        -        15876.112          860		1
  0  00       86      538        -        -        15910.440          861		1
  0  00       90      497        -        -        15939.088          863		1
  0  00       87      497        -        -        15954.216          864		1
  0  00       76      500        -        -        16003.672          866		1
  0  00       74      488        -        -        16023.296          867		1
  0  00       91      509        -        -        16051.248          868		1
  0  00       80      514   1635.5     24.0        16129.352          869		1
  0  00       87      490        -        -        16156.496          872		1
  0  00       97      632        -        -        16168.072          874		1
  0  00       87      512        -        -        16210.960          875		1
  0  00       86      502        -        -        16237.256          877		1
  0  00      107      492        -        -        16261.680          879		1
  0  00       77      484        -        -        16292.616          880		1
  0  00       86      530        -        -        16303.400          881		1
  0  00       84      591        -        -        16347.240          882		1
  0  00       94      467        -        -        16377.216          883		1
  0  00       93      517        -        -        16416.072          884		1
  0  00      118      570        -        -        16475.392          885		1
  0  00       88      759        -        -        16547.616          886		1
  0  00       78      494    760.5     12.0        16567.544          888		1
  0  00       76      505        -        -        16580.944          890		1
  0  00       95      508        -        -        16594.888          892		1
  0  00       92      491        -        -        16630.056          893		1
  0  00       99      617        -        -        16646.856          895		1
  0  00       70      488        -        -        16661.496          897		1
  0  00       93      530        -        -        16694.752          898		1
  0  00      102      476        -        -        16729.536          899		1
  0  00       98      502        -        -        16779.328          904		1
  0  00      102      506        -        -        16810.840          907		1
  0  00      100      524        -        -        16821.336          909		1
  0  00       83      442        -        -        16840.696          910		1
  0  00       78      529        -        -        16856.904          911		1
  0  00       77      515        -        -        16883.832          912		1
  0  00       89      499        -        -        16912.832          913		1
  0  00       72      568        -        -        16938.144          914		1
  0  00       93      518        -        -        16951.696          915		1
  0  00       88      454        -        -        16970.272          918		1
  0  00      110      489        -        -        17002.488          919		1
  0  00       80      496   1359.0     22.5        17038.736          920		1
  0  00       85      533        -        -        17089.584          923		1
  0  00       78      494        -        -        17132.480          924		1
  0  00       90      527        -        -        17147.976          926		1
  0  00      100      507        -        -        17171.760          927		1
  0  00       98      512        -        -        17206.936          929		1
  0  00       74      525        -        -        17273.368          931		1
  0  00       98      526        -        -        17317.080          933		1
  0  00       95      539        -        -        17329.352          934		1
  0  00       94      538        -        -        17351.872          936		1
