//************************************************
// Board: 5202
// File Format Version 3.3
// Janus Release 4.2.2
// Acquisition Mode: Spect_Timing
// Energy Histogram Channels: 8192
// ToA/ToT LSB: 0.5 ns
// Run start time: Wed Oct 15 15:01:13 2025 UTC
//************************************************
Brd  Ch       LG       HG  ToA_ns   ToT_ns         Tstamp_us        TrefTstamp_us        TrgID		NHits
  0  00      119     2913        -        -      1448340.000          250		1
  0  00       69     1515        -        -      1451053.672          251		1
  0  00       72     1431        -        -      1453295.328          252		1
  0  00      102     2895        -        -      1465953.632          253		1
  0  00       74     1574        -        -      1470287.072          254		1
  0  00       99     2836        -        -      1481545.296          255		1
  0  00      109     3434        -        -      1490003.264          256		1
  0  00      141     3861        -        -      1491283.480          257		1
  0  00      151     3954        -        -      1492335.312          258		1
  0  00       76     1416        -        -      1495184.064          259		1
  0  00       81     1412        -        -      1499606.408          260		1
  0  00      101     2489        -        -      1502242.848          261		1
  0  00       64     1474        -        -      1505715.648          262		1
  0  00      132     3346        -        -      1507226.008          263		1
  0  00       89     2559        -        -      1512371.080          264		1
  0  00      118     2934        -        -      1513067.824          265		1
  0  00       99     2428        -        -      1522474.304          266		1
  0  00       79     1966        -        -      1523113.032          267		1
  0  00       82     1496        -        -      1527829.688          268		1
  0  00      101     2398        -        -      1539680.592          269		1
  0  00       91     1653        -        -      1549370.720          270		1
  0  00       84     1431        -        -      1552416.208          271		1
  0  00      155     4331        -        -      1561516.432          272		1
  0  00      121     2871        -        -      1562859.360          273		1
  0  00      176     5545        -        -      1570086.032          274		1
  0  00       87     2044        -        -      1584991.008          275		1
  0  00      121     3286        -        -      1587452.488          276		1
  0  00       71     1468        -        -      1588934.216          277		1
  0  00      348     8061        -        -      1589230.848          278		1
  0  00       81     1455        -        -      1609045.680          279		1
  0  00       78     1446        -        -      1612885.904          280		1
  0  00      193     6379        -        -      1613414.680          281		1
  0  00       75     1419        -        -      1621769.968          282		1
  0  00      178     5513        -        -      1623673.960          283		1
  0  00       64     2045        -        -      1632638.296          284		1
  0  00       62     1510        -        -      1638094.016          285		1
  0  00      112     2837        -        -      1652453.496          286		1
  0  00       77     1838        -        -      1654639.560          287		1
  0  00      110     2432        -        -      1669057.936          288		1
  0  00      111     3469        -        -      1671306.400          289		1
  0  00      116     2876        -        -      1674666.960          290		1
  0  00      138     4070        -        -      1675620.376          291		1
  0  00      181     5346        -        -      1676952.328          292		1
  0  00       77     1644        -        -      1680330.792          293		1
  0  00       76     1423        -        -      1684202.776          294		1
  0  00       96     2411        -        -      1695030.216          295		1
  0  00       77     1402        -        -      1695650.264          296		1
  0  00       99     2526        -        -      1699563.456          297		1
  0  00       66     1512        -        -      1700148.728          298		1
  0  00      150     4297        -        -      1704589.448          299		1
  0  00       76     1684        -        -      1718203.896          300		1
  0  00       87     1971        -        -      1719732.232          301		1
  0  00      139     4181        -        -      1736419.944          302		1
  0  00       97     2284        -        -      1738440.120          303		1
  0  00       78     1478        -        -      1743094.000          304		1
  0  00       79     1445        -        -      1745497.504          305		1
  0  00       85     1733        -        -      1746205.560          306		1
  0  00       93     1624        -        -      1749371.648          307		1
  0  00      171     4681        -        -      1761234.240          308		1
  0  00       68     1445        -        -      1770852.000          309		1
  0  00       87     1483        -        -      1771593.872          310		1
  0  00       83     1651        -        -      1773963.520          311		1
  0  00       99     2139        -        -      1775468.488          312		1
  0  00      123     2788        -        -      1776410.760          313		1
  0  00       73     1453        -        -      1784388.840          314		1
  0  00      130     3994        -        -      1792491.664          315		1
  0  00       85     1955        -        -      1809667.208          316		1
  0  00      285     8061        -        -      1823359.856          317		1
  0  00       77     1485        -        -      1826028.064          318		1
  0  00      103     2929        -        -      1829034.672          319		1
  0  00      130     3727        -        -      1831710.440          320		1
  0  00      106     2349        -        -      1832401.736          321		1
  0  00       68     1666        -        -      1840666.608          322		1
  0  00       69     1260        -        -      1843202.424          323		1
  0  00       93     2593        -        -      1844682.936          324		1
  0  00       70     1686        -        -      1851268.952          325		1
  0  00       96     2398        -        -      1852072.728          326		1
  0  00       86     2433        -        -      1854850.168          327		1
  0  00      125     3364        -        -      1855991.720          328		1
  0  00      121     3397        -        -      1856427.672          329		1
  0  00       80     1416        -        -      1856828.544          330		1
  0  00       88     1494        -        -      1863930.312          331		1
  0  00       80     1469        -        -      1870869.840          332		1
  0  00       78     1456        -        -      1872677.800          333		1
  0  00       90     1507        -        -      1877993.792          334		1
  0  00       89     1838        -        -      1890080.248          335		1
  0  00       74     1494        -        -      1891825.272          336		1
  0  00      138     4450        -        -      1899993.528          337		1
  0  00      145     3827        -        -      1903523.496          338		1
  0  00      112     3339        -        -      1903864.192          339		1
  0  00      170     4878        -        -      1928480.680          340		1
  0  00       83     1537        -        -      1933269.856          341		1
  0  00      124     3803        -        -      1935434.288          342		1
  0  00      132     3441        -        -      1935684.968          343		1
  0  00       84     1448        -        -      1938282.280          344		1
  0  00      117     3377        -        -      1938471.256          345		1
  0  00       82     1898        -        -      1941165.920          346		1
  0  00       94     1377        -        -      1946496.288          347		1
  0  00       92     2418        -        -      1947339.008          348		1
  0  00      148     4336        -        -      1952497.816          349		1
  0  00       79     1439        -        -      1953242.816          350		1
  0  00       74     1652        -        -      1969176.584          351		1
  0  00      137     3750        -        -      1969773.472          352		1
  0  00       80     1454        -        -      1973338.784          353		1
  0  00      225     6513        -        -      1978640.360          354		1
  0  00      137     4928        -        -      1980334.512          355		1
  0  00       77     1483        -        -      1981013.176          356		1
  0  00      121     4267        -        -      1981323.512          357		1
  0  00      206     6394        -        -      1982539.008          358		1
  0  00      179     5283        -        -      1983996.848          359		1
  0  00       74     1481        -        -      1989172.584          360		1
  0  00       94     2852        -        -      1995103.360          361		1
  0  00       85     1420        -        -      2000266.112          362		1
  0  00      161     4646        -        -      2001343.888          363		1
  0  00       73     1469        -        -      2002434.320          364		1
  0  00       94     1947        -        -      2006411.056          365		1
  0  00      314     8061        -        -      2006867.512          366		1
  0  00       64     1456        -        -      2013181.192          367		1
  0  00       77     1464        -        -      2021885.720          368		1
  0  00       96     2483        -        -      2026754.992          369		1
  0  00      140     4277        -        -      2032568.584          370		1
  0  00      170     5477        -        -      2033326.384          371		1
  0  00       94     1923        -        -      2038955.552          372		1
  0  00       75     1413        -        -      2040345.464          373		1
  0  00       74     1903        -        -      2042555.280          374		1
  0  00       78     2441        -        -      2051811.408          375		1
  0  00       68     1466        -        -      2060195.808          376		1
  0  00       85     1945        -        -      2070049.312          377		1
  0  00      127     3023        -        -      2070277.224          378		1
  0  00       74     1459        -        -      2090751.480          379		1
  0  00      162     5015        -        -      2097333.936          380		1
  0  00      152     4324        -        -      2106004.280          381		1
  0  00       60     1137        -        -      2127218.936          382		1
  0  00       72     1397        -        -      2127340.288          383		1
  0  00       82     1487        -        -      2128616.816          384		1
  0  00       71     1414        -        -      2136683.368          385		1
  0  00      157     4345        -        -      2137149.704          386		1
  0  00      166     4783        -        -      2138647.104          387		1
  0  00       70     1392        -        -      2159105.352          388		1
  0  00       67     1519        -        -      2172369.312          389		1
  0  00      128     3332        -        -      2185524.720          390		1
  0  00      140     4259        -        -      2196436.488          391		1
  0  00       72     1477        -        -      2204036.576          392		1
  0  00      136     3618        -        -      2204259.280          393		1
  0  00      131     3892        -        -      2212004.704          394		1
  0  00       86     1466        -        -      2212257.464          395		1
  0  00      107     2894        -        -      2214292.616          396		1
  0  00      102     2834        -        -      2219499.864          397		1
  0  00       82     1482        -        -      2221850.704          398		1
  0  00      172     5471        -        -      2223300.448          399		1
  0  00       85     1487        -        -      2227336.392          400		1
  0  00      136     3827        -        -      2229345.432          401		1
  0  00      135     3570        -        -      2238805.600          402		1
  0  00       90     1471        -        -      2239256.320          403		1
  0  00       85     1959        -        -      2241055.360          404		1
  0  00       79     1389        -        -      2242817.128          405		1
  0  00       86     1955        -        -      2247510.400          406		1
  0  00      119     3591        -        -      2247602.008          407		1
  0  00       79     1385        -        -      2249253.360          408		1
  0  00       63     1251        -        -      2255969.480          409		1
  0  00       87     1983    881.0     16.5      2264329.928          410		1
  0  00       76     1770        -        -      2276765.576          412		1
  0  00      114     2937        -        -      2279281.048          413		1
  0  00       78     1495        -        -      2289980.456          414		1
  0  00      103     2473        -        -      2306834.928          415		1
  0  00       86     2394        -        -      2310089.624          416		1
  0  00      172     5227        -        -      2310681.912          417		1
  0  00       78     1392        -        -      2312094.496          418		1
  0  00      146     4264        -        -      2319950.112          419		1
  0  00       77     1701        -        -      2320699.624          420		1
  0  00      152     4361        -        -      2321427.344          421		1
  0  00      178     5783        -        -      2324478.968          422		1
  0  00      114     2869        -        -      2335561.992          423		1
  0  00      181     6023        -        -      2339556.008          424		1
  0  00       82     2300        -        -      2341382.752          425		1
  0  00       71     1494        -        -      2345453.120          426		1
  0  00      111     2892        -        -      2349482.080          427		1
  0  00       99     2545        -        -      2351362.024          428		1
  0  00       68     1393        -        -      2353732.224          429		1
  0  00       72     1456        -        -      2367470.480          430		1
  0  00      121     3622        -        -      2378844.504          431		1
  0  00      139     3849        -        -      2378885.640          432		1
  0  00       81     1489        -        -      2387141.904          433		1
  0  00       77     1421        -        -      2389018.744          434		1
  0  00      358     8061        -        -      2389767.040          435		1
  0  00       99     2400        -        -      2397699.448          436		1
  0  00       86     1937        -        -      2401441.160          437		1
  0  00       68     2154        -        -      2408393.760          438		1
  0  00       76     1427        -        -      2409691.496          439		1
  0  00       71     1456        -        -      2417441.256          440		1
  0  00      119     2792        -        -      2425063.712          441		1
  0  00      204     6681        -        -      2436966.360          442		1
  0  00      125     3418        -        -      2437682.752          443		1
  0  00       80     1648        -        -      2445678.528          444		1
  0  00      109     2794        -        -      2455232.616          445		1
  0  00      117     4098        -        -      2457476.896          446		1
  0  00       66     1462        -        -      2464937.568          447		1
  0  00      100     2462        -        -      2465523.432          448		1
  0  00      120     3403        -        -      2466259.864          449		1
  0  00       84     1604        -        -      2470118.032          450		1
  0  00       98     2334        -        -      2473394.616          451		1
  0  00      113     2830        -        -      2479782.200          452		1
  0  00      172     5774        -        -      2494052.864          453		1
  0  00      156     4727        -        -      2502544.544          454		1
  0  00       79     2087        -        -      2502716.680          455		1
  0  00      105     2438        -        -      2504560.672          456		1
  0  00      198     6275        -        -      2507244.688          457		1
  0  00       73     1440        -        -      2508879.752          458		1
  0  00      106     2464        -        -      2516704.792          459		1
  0  00       76     1439        -        -      2519562.776          460		1
  0  00       79     1477        -        -      2523083.368          461		1
  0  00       86     2137        -        -      2526734.312          462		1
  0  00      107     2397        -        -      2534081.048          463		1
  0  00       82     1470        -        -      2535109.568          464		1
  0  00       75     1573        -        -      2536435.304          465		1
  0  00       72     1480        -        -      2540391.960          466		1
  0  00       75     1481        -        -      2540495.288          467		1
  0  00      130     3560        -        -      2545479.624          468		1
  0  00       60     1605        -        -      2551865.656          469		1
  0  00       68     1454        -        -      2557894.744          470		1
  0  00       69     1477        -        -      2566869.928          471		1
  0  00       67     1469        -        -      2569893.768          472		1
  0  00       78     1479        -        -      2575989.672          473		1
  0  00       83     1472        -        -      2577075.560          474		1
  0  00       92     1902        -        -      2579620.664          475		1
  0  00       85     2013        -        -      2581684.416          476		1
  0  00       79     1421        -        -      2581782.640          477		1
  0  00       80     1681        -        -      2589336.296          478		1
  0  00       78     1464        -        -      2590006.992          479		1
  0  00       88     1945        -        -      2595539.728          480		1
  0  00       64     1431        -        -      2598131.896          481		1
  0  00       73     1451        -        -      2599189.112          482		1
  0  00      127     3383        -        -      2600799.232          483		1
  0  00       71     1640        -        -      2600929.064          484		1
  0  00       75     1314        -        -      2603729.960          485		1
  0  00      353     8061        -        -      2605104.552          486		1
  0  00       66     1415        -        -      2608061.992          487		1
  0  00       84     1464        -        -      2610677.208          488		1
  0  00       79     1470        -        -      2618229.080          489		1
  0  00       88     2427        -        -      2633236.696          490		1
  0  00       71     1430        -        -      2650740.984          491		1
  0  00      112     3387        -        -      2653524.840          492		1
  0  00       71     1939        -        -      2656508.272          493		1
  0  00      229     6775        -        -      2659608.080          494		1
  0  00       82     1403        -        -      2661897.608          495		1
  0  00      132     3565        -        -      2667272.408          496		1
  0  00      122     2902        -        -      2672369.472          497		1
  0  00       87     2418        -        -      2679143.888          498		1
  0  00       87     1499        -        -      2680815.112          499		1
  0  00      129     3394        -        -      2681465.496          500		1
  0  00       74     1405        -        -      2682062.184          501		1
  0  00       76     1778        -        -      2688288.536          502		1
  0  00      204     6329        -        -      2697508.312          503		1
  0  00      108     2591        -        -      2699533.960          504		1
  0  00      101     2919        -        -      2715836.704          505		1
  0  00      141     3866        -        -      2717131.712          506		1
  0  00       62     1444        -        -      2725248.776          507		1
  0  00       71     1444        -        -      2728450.200          508		1
  0  00      106     3464        -        -      2730109.176          509		1
  0  00       82     1454        -        -      2730300.408          510		1
  0  00      119     3495        -        -      2740888.344          511		1
  0  00       87     1912        -        -      2743786.176          512		1
  0  00       81     1495        -        -      2745319.216          513		1
  0  00       75     1944        -        -      2751563.720          514		1
  0  00      124     3231        -        -      2752004.608          515		1
  0  00      101     2920        -        -      2765404.952          516		1
  0  00      128     3588        -        -      2768065.528          517		1
  0  00       56     1546        -        -      2770037.872          518		1
  0  00       92     1619        -        -      2771598.672          519		1
  0  00       85     1483        -        -      2772770.696          520		1
  0  00      175     5208        -        -      2779119.808          521		1
  0  00      131     3914        -        -      2788423.176          522		1
  0  00       75     1468        -        -      2789811.600          523		1
  0  00       78     1464        -        -      2792190.088          524		1
  0  00       85     1448        -        -      2800246.776          525		1
  0  00      108     2517        -        -      2802871.912          526		1
  0  00      161     4701        -        -      2810414.984          527		1
  0  00       77     1455        -        -      2813251.272          528		1
  0  00       71     1458        -        -      2835310.224          529		1
  0  00      111     2863        -        -      2836304.432          530		1
  0  00       70     1381        -        -      2839560.232          531		1
  0  00       85     1735        -        -      2846046.904          532		1
  0  00       70     1453        -        -      2852114.008          533		1
  0  00       81     1670        -        -      2854834.784          534		1
  0  00       78     1869        -        -      2861714.776          535		1
  0  00      121     3525        -        -      2864450.048          536		1
  0  00       91     1534        -        -      2865251.296          537		1
  0  00       97     2409        -        -      2869537.144          538		1
  0  00       78     1446        -        -      2875523.104          539		1
  0  00       97     3337        -        -      2884282.840          540		1
  0  00       77     1558        -        -      2895556.968          541		1
  0  00       81     1427        -        -      2901307.552          542		1
  0  00       80     1442        -        -      2909166.568          543		1
  0  00      103     2414        -        -      2916605.744          544		1
  0  00       82     1562        -        -      2924757.504          545		1
  0  00      117     3417        -        -      2924932.792          546		1
  0  00       72     1415        -        -      2925973.160          547		1
  0  00       75     1346        -        -      2931240.832          548		1
  0  00      166     5298        -        -      2933233.224          549		1
  0  00       76     1442        -        -      2933907.736          550		1
  0  00       75     1505        -        -      2935362.384          551		1
  0  00       75     1460        -        -      2938987.296          552		1
  0  00       71     1632        -        -      2957789.824          553		1
  0  00      204     6185        -        -      2958289.480          554		1
  0  00      115     2963        -        -      2960261.728          555		1
  0  00       84     1978        -        -      2975082.656          556		1
  0  00      116     2911        -        -      2975907.272          557		1
  0  00       85     1459        -        -      2977035.256          558		1
  0  00       84     2075        -        -      2977950.032          559		1
  0  00       83     1581        -        -      2982686.216          560		1
  0  00      120     4295        -        -      2990367.888          561		1
  0  00       89     1487        -        -      2991262.432          562		1
  0  00       95     1960        -        -      2992857.640          563		1
  0  00       84     1410        -        -      2996036.648          564		1
  0  00      110     2773        -        -      2998922.072          565		1
  0  00      279     8061        -        -      3000638.832          566		1
  0  00       73     1399        -        -      3003293.064          567		1
  0  00      122     3403        -        -      3003962.584          568		1
  0  00      163     5041        -        -      3012674.360          569		1
  0  00       95     2387        -        -      3025883.920          570		1
  0  00       88     2069        -        -      3029152.328          571		1
  0  00      132     3911        -        -      3036870.360          572		1
  0  00       73     1326        -        -      3037447.520          573		1
  0  00       67     1661        -        -      3044724.232          574		1
  0  00       79     1283        -        -      3046021.728          575		1
  0  00       86     1914        -        -      3052043.160          576		1
